Date,Time,Temp,Humidity,Heat
21/4/2023,22:15:00,37.5,34.5,99.5
21/4/2023,22:30:00,42.1,36.3,107.8
21/4/2023,22:45:00,40.3,31.7,104.5
21/4/2023,23:00:00,37.1,23,98.8
21/4/2023,23:15:00,42.3,45.7,108.1
21/4/2023,23:30:00,42.5,44.7,108.5
21/4/2023,23:45:00,37.1,32.1,98.8
22/4/2023,0:00:00,40.1,31.5,104.2
22/4/2023,0:15:00,39.4,35.7,102.9
22/4/2023,0:30:00,35.4,24.9,95.7
22/4/2023,0:45:00,40.5,21.1,104.9
22/4/2023,1:00:00,39.2,43.5,102.6
22/4/2023,1:15:00,39.2,27.8,102.6
22/4/2023,1:30:00,41.8,26.4,107.2
22/4/2023,1:45:00,38.5,32.8,101.3
22/4/2023,2:00:00,37.1,37.9,98.8
22/4/2023,2:15:00,40.6,46.9,105.1
22/4/2023,2:30:00,35.8,25.6,96.4
22/4/2023,2:45:00,37.6,24.4,99.7
22/4/2023,3:00:00,35.6,40.7,96.1
22/4/2023,3:15:00,40.2,39.9,104.4
22/4/2023,3:30:00,40.8,44,105.4
22/4/2023,3:45:00,40.7,26.3,105.3
22/4/2023,4:00:00,35.5,34.7,95.9
22/4/2023,4:15:00,38.3,34.4,100.9
22/4/2023,4:30:00,36.4,39.4,97.5
22/4/2023,4:45:00,40.5,28.5,104.9
22/4/2023,5:00:00,38.5,22,101.3
22/4/2023,5:15:00,36.7,26.3,98.1
22/4/2023,5:30:00,39.2,28.6,102.6
22/4/2023,5:45:00,42.4,24.5,108.3
22/4/2023,6:00:00,36.6,35.3,97.9
22/4/2023,6:15:00,41.6,22.2,106.9
22/4/2023,6:30:00,39.4,46.1,102.9
22/4/2023,6:45:00,42,39.9,107.6
22/4/2023,7:00:00,41.5,22.6,106.7
22/4/2023,7:15:00,39.9,20.2,103.8
22/4/2023,7:30:00,35.4,27.7,95.7
22/4/2023,7:45:00,38.3,20.5,100.9
22/4/2023,8:00:00,26.6,31.8,79.9
22/4/2023,8:15:00,28.3,31.9,82.9
22/4/2023,8:30:00,27.2,14.5,81
22/4/2023,8:45:00,26.4,15.2,79.5
22/4/2023,9:00:00,25.3,13.7,77.5
22/4/2023,9:15:00,26.2,28.6,79.2
22/4/2023,9:30:00,27.2,26.7,81
22/4/2023,9:45:00,26,18,78.8
22/4/2023,10:00:00,26.3,19.5,79.3
22/4/2023,10:15:00,25.6,26.2,78.1
22/4/2023,10:30:00,25.2,18.8,77.4
22/4/2023,10:45:00,27.7,25.4,81.9
22/4/2023,11:00:00,26.7,24.3,80.1
22/4/2023,11:15:00,27.1,19.5,80.8
22/4/2023,11:30:00,25.8,21.2,78.4
22/4/2023,11:45:00,25.3,17.9,77.5
22/4/2023,12:00:00,42.5,25.7,108.5
22/4/2023,12:15:00,38.8,23.1,101.8
22/4/2023,12:30:00,39.5,28.4,103.1
22/4/2023,12:45:00,36.3,40,97.3
22/4/2023,13:00:00,27.6,29.3,81.7
22/4/2023,13:15:00,28.4,30.6,83.1
22/4/2023,13:30:00,26.4,14.3,79.5
22/4/2023,13:45:00,26.2,28.2,79.2
22/4/2023,14:00:00,25.1,28,77.2
22/4/2023,14:15:00,27.2,23,81
22/4/2023,14:30:00,27.5,15.2,81.5
22/4/2023,14:45:00,25.5,19.5,77.9
22/4/2023,15:00:00,28.7,26.3,83.7
22/4/2023,15:15:00,26.1,15.4,79
22/4/2023,15:30:00,27.1,14.7,80.8
22/4/2023,15:45:00,25.5,28.5,77.9
22/4/2023,16:00:00,27.9,26.7,82.2
22/4/2023,16:15:00,26.8,31.5,80.2
22/4/2023,16:30:00,25.3,23.9,77.5
22/4/2023,16:45:00,25.1,15.4,77.2
22/4/2023,17:00:00,39,41.2,102.2
22/4/2023,17:15:00,37.3,26,99.1
22/4/2023,17:30:00,38.8,25.4,101.8
22/4/2023,17:45:00,36.3,22.1,97.3
22/4/2023,18:00:00,36.6,35.7,97.9
22/4/2023,18:15:00,36,35.8,96.8
22/4/2023,18:30:00,40.6,26,105.1
22/4/2023,18:45:00,37.7,36.9,99.9
22/4/2023,19:00:00,36.8,24.9,98.2
22/4/2023,19:15:00,39.6,22.9,103.3
22/4/2023,19:30:00,41.2,45.2,106.2
22/4/2023,19:45:00,39.3,37.2,102.7
22/4/2023,20:00:00,37.2,27.6,99
22/4/2023,20:15:00,35.4,41.6,95.7
22/4/2023,20:30:00,40.8,47.6,105.4
22/4/2023,20:45:00,35.7,32.4,96.3
22/4/2023,21:00:00,39.9,25.1,103.8
22/4/2023,21:15:00,41.6,42.5,106.9
22/4/2023,21:30:00,42.5,33.9,108.5
22/4/2023,21:45:00,36.4,41.8,97.5
22/4/2023,22:00:00,36.4,30.4,97.5
22/4/2023,22:15:00,41.2,47.5,106.2
22/4/2023,22:30:00,39.4,40.6,102.9
22/4/2023,22:45:00,41.5,40.9,106.7
22/4/2023,23:00:00,36.3,29,97.3
22/4/2023,23:15:00,35.2,36,95.4
22/4/2023,23:30:00,36.1,35.7,97
22/4/2023,23:45:00,36.8,29.1,98.2
23/4/2023,0:00:00,42,21.8,107.6
23/4/2023,0:15:00,36.3,39.4,97.3
23/4/2023,0:30:00,37.2,35.4,99
23/4/2023,0:45:00,37.1,39.3,98.8
23/4/2023,1:00:00,38.6,40.2,101.5
23/4/2023,1:15:00,37.1,39.7,98.8
23/4/2023,1:30:00,40.7,45.6,105.3
23/4/2023,1:45:00,35.8,29.1,96.4
23/4/2023,2:00:00,38.7,21.7,101.7
23/4/2023,2:15:00,36.2,20.4,97.2
23/4/2023,2:30:00,38.8,38.9,101.8
23/4/2023,2:45:00,41.1,24.8,106
23/4/2023,3:00:00,40.2,34,104.4
23/4/2023,3:15:00,36.8,33.9,98.2
23/4/2023,3:30:00,36.7,32,98.1
23/4/2023,3:45:00,39.8,33.6,103.6
23/4/2023,4:00:00,41.4,32.5,106.5
23/4/2023,4:15:00,35.9,42.2,96.6
23/4/2023,4:30:00,41.1,42.5,106
23/4/2023,4:45:00,37,32.3,98.6
23/4/2023,5:00:00,36.1,18.8,97
23/4/2023,5:15:00,36.1,29.1,97
23/4/2023,5:30:00,40.9,47.3,105.6
23/4/2023,5:45:00,42.1,25,107.8
23/4/2023,6:00:00,38,31.8,100.4
23/4/2023,6:15:00,39.9,27.4,103.8
23/4/2023,6:30:00,37.1,36,98.8
23/4/2023,6:45:00,38.1,24.2,100.6
23/4/2023,7:00:00,37.7,42.5,99.9
23/4/2023,7:15:00,42,49.8,107.6
23/4/2023,7:30:00,40.8,34.4,105.4
23/4/2023,7:45:00,40.2,25.4,104.4
23/4/2023,8:00:00,28.4,26.3,83.1
23/4/2023,8:15:00,27.1,24.8,80.8
23/4/2023,8:30:00,25.4,29.1,77.7
23/4/2023,8:45:00,25.5,29.9,77.9
23/4/2023,9:00:00,27.7,27.1,81.9
23/4/2023,9:15:00,26.6,15.2,79.9
23/4/2023,9:30:00,26.9,24.5,80.4
23/4/2023,9:45:00,25.4,26.2,77.7
23/4/2023,10:00:00,26.6,19.2,79.9
23/4/2023,10:15:00,26,16.6,78.8
23/4/2023,10:30:00,26.4,26.9,79.5
23/4/2023,10:45:00,26.7,17.8,80.1
23/4/2023,11:00:00,28.1,24.5,82.6
23/4/2023,11:15:00,28.3,23.4,82.9
23/4/2023,11:30:00,28,29.1,82.4
23/4/2023,11:45:00,27.5,14.5,81.5
23/4/2023,12:00:00,41.5,43.8,106.7
23/4/2023,12:15:00,35.5,25.5,95.9
23/4/2023,12:30:00,42.7,30,108.9
23/4/2023,12:45:00,37.4,41.4,99.3
23/4/2023,13:00:00,27.1,16,80.8
23/4/2023,13:15:00,25.7,19,78.3
23/4/2023,13:30:00,28.7,18.1,83.7
23/4/2023,13:45:00,25.9,15.9,78.6
23/4/2023,14:00:00,27.4,28,81.3
23/4/2023,14:15:00,28.3,17.3,82.9
23/4/2023,14:30:00,27.1,20.5,80.8
23/4/2023,14:45:00,27.5,31.7,81.5
23/4/2023,15:00:00,26.7,25.5,80.1
23/4/2023,15:15:00,25.6,23,78.1
23/4/2023,15:30:00,27.1,13.7,80.8
23/4/2023,15:45:00,27.4,32.3,81.3
23/4/2023,16:00:00,28.2,30.1,82.8
23/4/2023,16:15:00,28.7,27.2,83.7
23/4/2023,16:30:00,28.3,33.1,82.9
23/4/2023,16:45:00,27.7,25.5,81.9
23/4/2023,17:00:00,36.7,38.9,98.1
23/4/2023,17:15:00,37.5,36.3,99.5
23/4/2023,17:30:00,41.2,42.3,106.2
23/4/2023,17:45:00,41.2,33.2,106.2
23/4/2023,18:00:00,35.6,33.7,96.1
23/4/2023,18:15:00,41.9,30,107.4
23/4/2023,18:30:00,39.5,40.7,103.1
23/4/2023,18:45:00,40.1,47.3,104.2
23/4/2023,19:00:00,38.7,40.6,101.7
23/4/2023,19:15:00,38,44.8,100.4
23/4/2023,19:30:00,38,29,100.4
23/4/2023,19:45:00,38.3,31,100.9
23/4/2023,20:00:00,39.3,38.1,102.7
23/4/2023,20:15:00,42.8,29.2,109
23/4/2023,20:30:00,40.4,40.2,104.7
23/4/2023,20:45:00,36.4,23.6,97.5
23/4/2023,21:00:00,36.8,37.8,98.2
23/4/2023,21:15:00,38.3,44.6,100.9
23/4/2023,21:30:00,42.3,31.7,108.1
23/4/2023,21:45:00,40.4,22.9,104.7
23/4/2023,22:00:00,41.1,23.4,106
23/4/2023,22:15:00,36.1,39.9,97
23/4/2023,22:30:00,42.8,42.9,109
23/4/2023,22:45:00,38.4,23.9,101.1
23/4/2023,23:00:00,41.2,43.2,106.2
23/4/2023,23:15:00,41.1,22.7,106
23/4/2023,23:30:00,36.5,33.9,97.7
23/4/2023,23:45:00,38.1,31.9,100.6
24/4/2023,0:00:00,42.4,39.1,108.3
24/4/2023,0:15:00,42.1,21.1,107.8
24/4/2023,0:30:00,38.4,28,101.1
24/4/2023,0:45:00,42.7,50.8,108.9
24/4/2023,1:00:00,35.9,38.3,96.6
24/4/2023,1:15:00,38,42.8,100.4
24/4/2023,1:30:00,39,27.3,102.2
24/4/2023,1:45:00,37.2,24.9,99
24/4/2023,2:00:00,36.3,27.9,97.3
24/4/2023,2:15:00,42.8,44.8,109
24/4/2023,2:30:00,40.1,39.8,104.2
24/4/2023,2:45:00,36.7,34.5,98.1
24/4/2023,3:00:00,38.4,27.5,101.1
24/4/2023,3:15:00,36.8,25.8,98.2
24/4/2023,3:30:00,42.4,21.3,108.3
24/4/2023,3:45:00,38.5,25.9,101.3
24/4/2023,4:00:00,39.4,23.2,102.9
24/4/2023,4:15:00,40.1,40.7,104.2
24/4/2023,4:30:00,35.6,29.5,96.1
24/4/2023,4:45:00,37.5,34.3,99.5
24/4/2023,5:00:00,41.5,34.5,106.7
24/4/2023,5:15:00,35.2,18.6,95.4
24/4/2023,5:30:00,42.3,48.1,108.1
24/4/2023,5:45:00,39.5,41.6,103.1
24/4/2023,6:00:00,37.6,30.8,99.7
24/4/2023,6:15:00,35.5,18.3,95.9
24/4/2023,6:30:00,42.8,39.4,109
24/4/2023,6:45:00,39.2,25.8,102.6
24/4/2023,7:00:00,38.9,28.3,102
24/4/2023,7:15:00,42.1,21.5,107.8
24/4/2023,7:30:00,37.7,28.5,99.9
24/4/2023,7:45:00,41.4,33.8,106.5
24/4/2023,8:00:00,27.8,14.9,82
24/4/2023,8:15:00,26.5,21.2,79.7
24/4/2023,8:30:00,28.6,27.1,83.5
24/4/2023,8:45:00,26.3,25.5,79.3
24/4/2023,9:00:00,26.2,14.9,79.2
24/4/2023,9:15:00,27,23.5,80.6
24/4/2023,9:30:00,26.5,17.4,79.7
24/4/2023,9:45:00,27.1,19.5,80.8
24/4/2023,10:00:00,27.6,30.1,81.7
24/4/2023,10:15:00,26.8,23.6,80.2
24/4/2023,10:30:00,25.9,29.3,78.6
24/4/2023,10:45:00,26.8,17.9,80.2
24/4/2023,11:00:00,25.3,20.6,77.5
24/4/2023,11:15:00,27.3,30.3,81.1
24/4/2023,11:30:00,25.6,18.8,78.1
24/4/2023,11:45:00,27.4,26,81.3
24/4/2023,12:00:00,41.2,28.9,106.2
24/4/2023,12:15:00,37.9,21.8,100.2
24/4/2023,12:30:00,38.1,22.9,100.6
24/4/2023,12:45:00,40.8,38.4,105.4
24/4/2023,13:00:00,26.3,17.3,79.3
24/4/2023,13:15:00,27.8,27.4,82
24/4/2023,13:30:00,28,31.9,82.4
24/4/2023,13:45:00,26.3,15.2,79.3
24/4/2023,14:00:00,27.2,31.1,81
24/4/2023,14:15:00,25.8,19.6,78.4
24/4/2023,14:30:00,26,26.4,78.8
24/4/2023,14:45:00,28.7,16.7,83.7
24/4/2023,15:00:00,28.8,26.2,83.8
24/4/2023,15:15:00,28.2,23.4,82.8
24/4/2023,15:30:00,28.5,20.1,83.3
24/4/2023,15:45:00,28,24.5,82.4
24/4/2023,16:00:00,26.5,16.9,79.7
24/4/2023,16:15:00,27.8,24.6,82
24/4/2023,16:30:00,26.9,21.5,80.4
24/4/2023,16:45:00,27.4,24.3,81.3
24/4/2023,17:00:00,35.8,19.7,96.4
24/4/2023,17:15:00,40.3,43.1,104.5
24/4/2023,17:30:00,39.4,46.5,102.9
24/4/2023,17:45:00,41.8,23.9,107.2
24/4/2023,18:00:00,42.4,35.8,108.3
24/4/2023,18:15:00,35.6,31.7,96.1
24/4/2023,18:30:00,36.4,28.8,97.5
24/4/2023,18:45:00,38.7,44.6,101.7
24/4/2023,19:00:00,38.4,25.6,101.1
24/4/2023,19:15:00,39.8,21.8,103.6
24/4/2023,19:30:00,38.9,23.1,102
24/4/2023,19:45:00,36.3,23.4,97.3
24/4/2023,20:00:00,40.9,38.6,105.6
24/4/2023,20:15:00,40.6,21.2,105.1
24/4/2023,20:30:00,42.3,26.9,108.1
24/4/2023,20:45:00,42.8,37.5,109
24/4/2023,21:00:00,38.4,23.4,101.1
24/4/2023,21:15:00,39.4,44,102.9
24/4/2023,21:30:00,39.6,39.8,103.3
24/4/2023,21:45:00,37.6,23.1,99.7
24/4/2023,22:00:00,38.9,20.9,102
24/4/2023,22:15:00,41.2,40.8,106.2
24/4/2023,22:30:00,38.4,32.5,101.1
24/4/2023,22:45:00,39.8,44.6,103.6
24/4/2023,23:00:00,38.2,34.7,100.8
24/4/2023,23:15:00,37.7,19.5,99.9
24/4/2023,23:30:00,37.1,27.5,98.8
24/4/2023,23:45:00,39.4,43.3,102.9
25/4/2023,0:00:00,40.5,25.4,104.9
25/4/2023,0:15:00,36.7,32,98.1
25/4/2023,0:30:00,41.8,27.2,107.2
25/4/2023,0:45:00,37.2,21,99
25/4/2023,1:00:00,36.3,34.2,97.3
25/4/2023,1:15:00,42.4,37.9,108.3
25/4/2023,1:30:00,35.9,25.1,96.6
25/4/2023,1:45:00,38.8,34.1,101.8
25/4/2023,2:00:00,39.7,29.7,103.5
25/4/2023,2:15:00,41.4,42.8,106.5
25/4/2023,2:30:00,40.4,25,104.7
25/4/2023,2:45:00,41.1,38.8,106
25/4/2023,3:00:00,39.9,32.6,103.8
25/4/2023,3:15:00,38.2,44.4,100.8
25/4/2023,3:30:00,38.8,24.2,101.8
25/4/2023,3:45:00,38.5,27.4,101.3
25/4/2023,4:00:00,40.3,26.5,104.5
25/4/2023,4:15:00,40.3,26.9,104.5
25/4/2023,4:30:00,36.6,21.4,97.9
25/4/2023,4:45:00,35.3,24.5,95.5
25/4/2023,5:00:00,40.9,41.8,105.6
25/4/2023,5:15:00,39.6,41.6,103.3
25/4/2023,5:30:00,35.1,21.9,95.2
25/4/2023,5:45:00,35.5,38.7,95.9
25/4/2023,6:00:00,41.8,26.8,107.2
25/4/2023,6:15:00,41.1,39,106
25/4/2023,6:30:00,42.3,42.6,108.1
25/4/2023,6:45:00,37.5,22.3,99.5
25/4/2023,7:00:00,41.3,27.1,106.3
25/4/2023,7:15:00,42.3,41,108.1
25/4/2023,7:30:00,39.2,31.3,102.6
25/4/2023,7:45:00,41.6,41.8,106.9
25/4/2023,8:00:00,27.4,14.5,81.3
25/4/2023,8:15:00,25.2,30.1,77.4
25/4/2023,8:30:00,26.7,19.7,80.1
25/4/2023,8:45:00,27.8,19.8,82
25/4/2023,9:00:00,25.7,17.8,78.3
25/4/2023,9:15:00,26.2,18.2,79.2
25/4/2023,9:30:00,28.3,17.6,82.9
25/4/2023,9:45:00,27.6,24.7,81.7
25/4/2023,10:00:00,26.6,24.8,79.9
25/4/2023,10:15:00,26.9,18.1,80.4
25/4/2023,10:30:00,26.3,27.4,79.3
25/4/2023,10:45:00,28.2,16.3,82.8
25/4/2023,11:00:00,25.2,25.5,77.4
25/4/2023,11:15:00,27.7,15.4,81.9
25/4/2023,11:30:00,25.6,30.1,78.1
25/4/2023,11:45:00,28,14.5,82.4
25/4/2023,12:00:00,38.7,31.6,101.7
25/4/2023,12:15:00,38,31.8,100.4
25/4/2023,12:30:00,39.7,33.1,103.5
25/4/2023,12:45:00,40.5,28.6,104.9
25/4/2023,13:00:00,26.8,14.2,80.2
25/4/2023,13:15:00,28.1,24.6,82.6
25/4/2023,13:30:00,28.5,16.7,83.3
25/4/2023,13:45:00,27.7,32.4,81.9
25/4/2023,14:00:00,27.4,19.3,81.3
25/4/2023,14:15:00,25.3,25.4,77.5
25/4/2023,14:30:00,25.8,23.2,78.4
25/4/2023,14:45:00,25.3,23.3,77.5
25/4/2023,15:00:00,26,23.3,78.8
25/4/2023,15:15:00,27.9,22.6,82.2
25/4/2023,15:30:00,28.3,29.5,82.9
25/4/2023,15:45:00,25.9,16.8,78.6
25/4/2023,16:00:00,28.4,30.8,83.1
25/4/2023,16:15:00,26,28.8,78.8
25/4/2023,16:30:00,28,28.3,82.4
25/4/2023,16:45:00,27.7,18.2,81.9
25/4/2023,17:00:00,38.5,43.2,101.3
25/4/2023,17:15:00,42.7,38.7,108.9
25/4/2023,17:30:00,39.8,20.3,103.6
25/4/2023,17:45:00,40.9,47.1,105.6
25/4/2023,18:00:00,39,40.9,102.2
25/4/2023,18:15:00,35.2,34.8,95.4
25/4/2023,18:30:00,38.7,21.6,101.7
25/4/2023,18:45:00,39.4,36.3,102.9
25/4/2023,19:00:00,41.1,43,106
25/4/2023,19:15:00,41.2,24.4,106.2
25/4/2023,19:30:00,42.2,36.3,108
25/4/2023,19:45:00,38.3,25.9,100.9
25/4/2023,20:00:00,41,24,105.8
25/4/2023,20:15:00,41,41.5,105.8
25/4/2023,20:30:00,38,30.5,100.4
25/4/2023,20:45:00,41.3,45.1,106.3
25/4/2023,21:00:00,42.7,44.9,108.9
25/4/2023,21:15:00,37.9,23.3,100.2
25/4/2023,21:30:00,37.6,24.9,99.7
25/4/2023,21:45:00,40.1,29.3,104.2
25/4/2023,22:00:00,39.4,43.9,102.9
